InvoiceNo,CustomerID,Country,StockCode,Description,Quantity,UnitPrice,Revenue,Year,Month
538744,15356.0,United Kingdom,20973,12 PENCIL SMALL TUBE WOODLAND,3,0.65,1.9500000000000002,2010,12
571936,15814.0,United Kingdom,23319,BOX OF 6 MINI 50'S CRACKERS,18,2.49,44.82000000000001,2011,10
557937,,United Kingdom,22602,RETROSPOT WOODEN HEART DECORATION,1,1.63,1.63,2011,6
565854,12490.0,France,POST,POSTAGE,4,18.0,72.0,2011,9
563100,12381.0,Norway,22894,TABLECLOTH RED APPLES DESIGN ,2,9.95,19.9,2011,8
555203,17191.0,United Kingdom,22721,SET OF 3 CAKE TINS SKETCHBOOK,2,4.95,9.9,2011,6
570663,13627.0,United Kingdom,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,192,1.06,203.52,2011,10
557621,12444.0,Norway,23112,PARISIENNE CURIO CABINET,2,7.5,15.0,2011,6
580613,14759.0,United Kingdom,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,0.79,7.9,2011,12
580519,,United Kingdom,22356,CHARLOTTE BAG PINK POLKADOT,28,2.46,68.88,2011,12
568165,17131.0,United Kingdom,22789,T-LIGHT HOLDER SWEETHEART HANGING,8,1.95,15.6,2011,9
544340,12527.0,Germany,84991,60 TEATIME FAIRY CAKE CASES,24,0.55,13.200000000000001,2011,2
537240,,United Kingdom,22109,FULL ENGLISH BREAKFAST PLATE,4,7.62,30.48,2010,12
578653,18161.0,United Kingdom,84946,ANTIQUE SILVER T-LIGHT GLASS,12,1.25,15.0,2011,11
573411,13870.0,United Kingdom,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,8.5,17.0,2011,10
576847,17017.0,United Kingdom,21137,BLACK RECORD COVER FRAME,24,3.39,81.36,2011,11
573585,,United Kingdom,22994,TRAVEL CARD WALLET RETROSPOT,7,0.83,5.81,2011,10
564716,14810.0,United Kingdom,20725,LUNCH BAG RED RETROSPOT,6,1.65,9.899999999999999,2011,8
571716,,United Kingdom,23163,REGENCY SUGAR TONGS,1,4.96,4.96,2011,10
550459,18116.0,United Kingdom,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1,1.69,1.69,2011,4
552257,16923.0,United Kingdom,22428,ENAMEL FIRE BUCKET CREAM,1,6.95,6.95,2011,5
567482,16464.0,United Kingdom,20728,LUNCH BAG CARS BLUE,2,1.65,3.3,2011,9
570872,,United Kingdom,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,1,1.63,1.63,2011,10
549126,16031.0,United Kingdom,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2,2.1,4.2,2011,4
564835,,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,2011,8
573585,,United Kingdom,21328,BALLOONS  WRITING SET ,1,3.29,3.29,2011,10
571276,14702.0,United Kingdom,23247,BISCUIT TIN 50'S CHRISTMAS,3,2.89,8.67,2011,10
556290,17088.0,United Kingdom,22585,PACK OF 6 BIRDY GIFT TAGS,12,1.25,15.0,2011,6
561091,,United Kingdom,22197,POPCORN HOLDER,1,1.63,1.63,2011,7
555530,16923.0,United Kingdom,22698,PINK REGENCY TEACUP AND SAUCER,24,2.55,61.199999999999996,2011,6
571433,13015.0,United Kingdom,23360,SET 8 CANDLES VINTAGE DOILY,12,1.95,23.4,2011,10
538629,17799.0,United Kingdom,21826,EIGHT PIECE DINOSAUR SET,8,1.25,10.0,2010,12
562432,14004.0,United Kingdom,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2.08,20.8,2011,8
553542,,United Kingdom,22668,PINK BABY BUNTING,1,5.79,5.79,2011,5
547066,12921.0,United Kingdom,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,1.25,30.0,2011,3
574933,18150.0,United Kingdom,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,3.75,15.0,2011,11
542812,14850.0,United Kingdom,22521,CHILDS GARDEN TROWEL PINK,24,0.85,20.4,2011,2
547273,14530.0,United Kingdom,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4,4.65,18.6,2011,3
538886,13846.0,United Kingdom,22367,CHILDRENS APRON SPACEBOY DESIGN,8,1.95,15.6,2010,12
552305,14341.0,United Kingdom,23209,LUNCH BAG DOILEY PATTERN ,10,1.65,16.5,2011,5
543826,,United Kingdom,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,5.79,5.79,2011,2
580367,,United Kingdom,23184,BULL DOG BOTTLE OPENER,1,10.79,10.79,2011,12
566194,14711.0,United Kingdom,22097,SWALLOW SQUARE TISSUE BOX,1,0.39,0.39,2011,9
543448,,United Kingdom,22624,IVORY KITCHEN SCALES,2,16.63,33.26,2011,2
537176,16411.0,United Kingdom,22556,PLASTERS IN TIN CIRCUS PARADE ,3,1.65,4.949999999999999,2010,12
570761,,United Kingdom,90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,2,4.95,9.9,2011,10
571461,16932.0,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,2011,10
570491,14395.0,United Kingdom,22767,TRIPLE PHOTO FRAME CORNICE ,1,9.95,9.95,2011,10
541422,,United Kingdom,84659A,WHITE TRAVEL ALARM CLOCK,1,2.46,2.46,2011,1
578017,13569.0,United Kingdom,23339,EGG FRYING PAN BLUE ,1,2.08,2.08,2011,11
550924,12664.0,Finland,POST,POSTAGE,1,40.0,40.0,2011,4
562031,16984.0,United Kingdom,21259,VICTORIAN SEWING BOX SMALL ,1,5.95,5.95,2011,8
580367,,United Kingdom,21065,BOOM BOX SPEAKER GIRLS,1,4.13,4.13,2011,12
559372,12461.0,Switzerland,22271,FELTCRAFT DOLL ROSIE,6,2.95,17.700000000000003,2011,7
578104,13969.0,United Kingdom,22625,RED KITCHEN SCALES,2,8.5,17.0,2011,11
549291,16261.0,United Kingdom,22607,WOODEN ROUNDERS GARDEN SET ,3,9.95,29.849999999999998,2011,4
550280,13048.0,United Kingdom,85194L,HANGING SPRING FLOWER EGG LARGE,10,0.85,8.5,2011,4
536876,,United Kingdom,90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,1,5.51,5.51,2010,12
547372,16374.0,United Kingdom,21172,PARTY METAL SIGN ,1,1.45,1.45,2011,3
573665,13982.0,United Kingdom,22766,PHOTO FRAME CORNICE,4,2.95,11.8,2011,10
560267,13880.0,United Kingdom,71459,HANGING JAM JAR T-LIGHT HOLDER,12,0.85,10.2,2011,7
561926,12749.0,United Kingdom,23112,PARISIENNE CURIO CABINET,2,7.5,15.0,2011,8
555924,,United Kingdom,22906,12 MESSAGE CARDS WITH ENVELOPES,2,3.29,6.58,2011,6
545592,17581.0,United Kingdom,22992,REVOLVER WOODEN RULER ,12,1.95,23.4,2011,3
544681,,United Kingdom,85131D,BEADED CRYSTAL HEART PINK ON STICK,3,0.83,2.4899999999999998,2011,2
545306,17027.0,United Kingdom,22079,RIBBON REEL HEARTS DESIGN ,5,1.65,8.25,2011,3
573406,14112.0,United Kingdom,21485,RETROSPOT HEART HOT WATER BOTTLE,3,4.95,14.850000000000001,2011,10
578347,,United Kingdom,20719,WOODLAND CHARLOTTE BAG,1,1.63,1.63,2011,11
580831,14418.0,United Kingdom,23036,T-LIGHT HOLDER SILVER PETIT FOUR ,12,1.25,15.0,2011,12
540397,13187.0,United Kingdom,21684,SMALL MEDINA STAMPED METAL BOWL ,12,0.85,10.2,2011,1
539731,14646.0,Netherlands,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,72,3.39,244.08,2010,12
572549,,United Kingdom,22616,PACK OF 12 LONDON TISSUES ,1,0.83,0.83,2011,10
558194,14583.0,United Kingdom,21086,SET/6 RED SPOTTY PAPER CUPS,3,0.65,1.9500000000000002,2011,6
581356,17830.0,United Kingdom,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,8.25,16.5,2011,12
541104,,United Kingdom,22453,MEASURING TAPE BABUSHKA BLUE,4,1.63,6.52,2011,1
576387,15582.0,United Kingdom,23569,TRADTIONAL ALPHABET STAMP SET,4,4.95,19.8,2011,11
555541,16883.0,United Kingdom,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,2,3.25,6.5,2011,6
573140,15955.0,United Kingdom,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2.95,17.700000000000003,2011,10
537421,17218.0,United Kingdom,22573,STAR WOODEN CHRISTMAS DECORATION,5,0.85,4.25,2010,12
559469,15182.0,United Kingdom,21231,SWEETHEART CERAMIC TRINKET BOX,12,1.25,15.0,2011,7
565803,17735.0,United Kingdom,22379,RECYCLING BAG RETROSPOT ,5,2.1,10.5,2011,9
568171,15312.0,United Kingdom,23352,ROLL WRAP 50'S RED CHRISTMAS ,12,1.25,15.0,2011,9
559256,15249.0,United Kingdom,20728,LUNCH BAG CARS BLUE,20,1.65,33.0,2011,7
578065,,United Kingdom,17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,5,2.46,12.3,2011,11
563252,17655.0,United Kingdom,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,2.55,15.299999999999999,2011,8
560773,,United Kingdom,22378,WALL TIDY RETROSPOT ,5,1.63,8.149999999999999,2011,7
551995,,United Kingdom,85131D,BEADED CRYSTAL HEART PINK ON STICK,5,0.83,4.1499999999999995,2011,5
566922,16156.0,United Kingdom,23344,JUMBO BAG 50'S CHRISTMAS ,10,2.08,20.8,2011,9
554981,17613.0,United Kingdom,35961,FOLKART ZINC HEART CHRISTMAS DEC,2,0.85,1.7,2011,5
573585,,United Kingdom,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,4,2.46,9.84,2011,10
553042,15845.0,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,32,1.69,54.08,2011,5
536796,15574.0,United Kingdom,21392,RED POLKADOT PUDDING BOWL,1,2.1,2.1,2010,12
561474,14680.0,United Kingdom,23200,JUMBO BAG PEARS,100,1.79,179.0,2011,7
558707,12748.0,United Kingdom,21084,SET/6 COLLAGE PAPER CUPS,1,0.19,0.19,2011,7
536592,,United Kingdom,47563A,RETRO LONGBOARD IRONING BOARD COVER,1,5.91,5.91,2010,12
571031,15005.0,United Kingdom,23355,HOT WATER BOTTLE KEEP CALM,1,4.95,4.95,2011,10
565286,,United Kingdom,22089,PAPER BUNTING VINTAGE PAISLEY,1,4.13,4.13,2011,9
541422,,United Kingdom,84563A,PINK & WHITE BREAKFAST TRAY,2,4.13,8.26,2011,1
579514,16688.0,United Kingdom,23428,IVORY RETRO KITCHEN WALL CLOCK,4,8.15,32.6,2011,11
560776,13995.0,United Kingdom,21899,GARAGE KEY FOB,24,0.65,15.600000000000001,2011,7
572309,14432.0,United Kingdom,22267,EASTER DECORATION EGG BUNNY ,1,0.39,0.39,2011,10
540471,15601.0,United Kingdom,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,0.95,11.399999999999999,2011,1
573160,14359.0,United Kingdom,22113,GREY HEART HOT WATER BOTTLE,4,4.25,17.0,2011,10
578954,15054.0,United Kingdom,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,2,2.55,5.1,2011,11
566266,17299.0,United Kingdom,21380,WOODEN HAPPY BIRTHDAY GARLAND,1,2.95,2.95,2011,9
539451,,United Kingdom,22371,AIRLINE BAG VINTAGE TOKYO 78,1,8.47,8.47,2010,12
569374,,United Kingdom,21239,PINK  POLKADOT CUP,7,1.63,11.41,2011,10
553889,13405.0,United Kingdom,22766,PHOTO FRAME CORNICE,8,2.95,23.6,2011,5
541424,,United Kingdom,22840,ROUND CAKE TIN VINTAGE RED,1,15.79,15.79,2011,1
547801,14107.0,United Kingdom,21787,RAIN PONCHO RETROSPOT,24,0.85,20.4,2011,3
578928,15443.0,United Kingdom,23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,3,2.89,8.67,2011,11
545697,14504.0,United Kingdom,21260,FIRST AID TIN,1,3.25,3.25,2011,3
574545,17084.0,United Kingdom,23300,GARDENERS KNEELING PAD CUP OF TEA ,6,1.65,9.899999999999999,2011,11
567864,16236.0,United Kingdom,23165,LARGE CERAMIC TOP STORAGE JAR,12,1.65,19.799999999999997,2011,9
540839,16791.0,United Kingdom,22972,CHILDREN'S SPACEBOY MUG,6,1.65,9.899999999999999,2011,1
580502,16931.0,United Kingdom,23489,VINTAGE BELLS GARLAND,2,2.89,5.78,2011,12
562024,,United Kingdom,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,5.79,5.79,2011,8
544789,13993.0,United Kingdom,48138,DOORMAT UNION FLAG,2,7.95,15.9,2011,2
573116,14525.0,United Kingdom,22155,STAR DECORATION RUSTIC,48,0.42,20.16,2011,10
540511,14472.0,United Kingdom,22267,EASTER DECORATION EGG BUNNY ,4,1.25,5.0,2011,1
540552,16350.0,United Kingdom,21314,SMALL GLASS HEART TRINKET POT,8,2.1,16.8,2011,1
577489,,United Kingdom,22703,PINK CAT BOWL,1,2.1,2.1,2011,11
576784,16204.0,United Kingdom,21731,RED TOADSTOOL LED NIGHT LIGHT,1,1.65,1.65,2011,11
546681,16297.0,United Kingdom,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,4.95,14.850000000000001,2011,3
571183,14796.0,United Kingdom,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,10,0.29,2.9,2011,10
569669,14730.0,United Kingdom,22630,DOLLY GIRL LUNCH BOX,2,1.95,3.9,2011,10
543182,,United Kingdom,21716,BOYS VINTAGE TIN SEASIDE BUCKET,1,4.96,4.96,2011,2
537464,14907.0,United Kingdom,22113,GREY HEART HOT WATER BOTTLE,16,3.75,60.0,2010,12
580025,15021.0,United Kingdom,23392,SPACEBOY ROCKET LOLLY MAKERS,1,2.08,2.08,2011,12
558068,,United Kingdom,23335,EGG FRYING PAN IVORY ,1,4.13,4.13,2011,6
569651,14534.0,United Kingdom,22737,RIBBON REEL CHRISTMAS PRESENT ,5,1.65,8.25,2011,10
558475,,United Kingdom,22231,JIGSAW TREE WITH BIRDHOUSE,29,1.25,36.25,2011,6
542003,15311.0,United Kingdom,21561,DINOSAUR LUNCH BOX WITH CUTLERY,60,2.1,126.0,2011,1
547880,15426.0,United Kingdom,84832,ZINC WILLIE WINKIE  CANDLE STICK,4,0.85,3.4,2011,3
538349,,United Kingdom,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,6,2.51,15.059999999999999,2010,12
573510,14808.0,United Kingdom,22816,CARD MOTORBIKE SANTA,108,0.36,38.879999999999995,2011,10
581023,,United Kingdom,20749,ASSORTED COLOUR MINI CASES,1,16.63,16.63,2011,12
571280,18122.0,United Kingdom,22209,WOOD STAMP SET HAPPY BIRTHDAY,2,0.83,1.66,2011,10
575063,16764.0,United Kingdom,20718,RED RETROSPOT SHOPPER BAG,2,1.25,2.5,2011,11
569524,14506.0,United Kingdom,22750,FELTCRAFT PRINCESS LOLA DOLL,1,3.75,3.75,2011,10
537671,13267.0,United Kingdom,22837,HOT WATER BOTTLE BABUSHKA ,4,4.65,18.6,2010,12
550773,17567.0,United Kingdom,20725,LUNCH BAG RED RETROSPOT,10,1.65,16.5,2011,4
568227,17841.0,United Kingdom,22135,MINI LADLE LOVE HEART PINK,2,0.42,0.84,2011,9
576378,15628.0,United Kingdom,23321,SMALL WHITE HEART OF WICKER,12,1.65,19.799999999999997,2011,11
547042,,United Kingdom,22280,POCKET BAG PINK PAISELY BROWN SPOT,1,2.46,2.46,2011,3
580400,16561.0,United Kingdom,23569,TRADTIONAL ALPHABET STAMP SET,4,4.95,19.8,2011,12
558533,16717.0,United Kingdom,48184,DOORMAT ENGLISH ROSE ,2,7.95,15.9,2011,6
547253,13869.0,United Kingdom,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,4,1.25,5.0,2011,3
538202,14667.0,United Kingdom,85064,CREAM SWEETHEART LETTER RACK,2,5.45,10.9,2010,12
539492,,United Kingdom,22244,3 HOOK HANGER MAGIC GARDEN,1,4.21,4.21,2010,12
553730,16525.0,United Kingdom,84884A,ANT WHITE WIRE HEART SPIRAL,30,3.39,101.7,2011,5
578707,17870.0,United Kingdom,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2.55,2.55,2011,11
578067,,United Kingdom,21137,BLACK RECORD COVER FRAME,3,7.46,22.38,2011,11
560434,,United Kingdom,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,5,3.29,16.45,2011,7
569803,13090.0,United Kingdom,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,0.95,11.399999999999999,2011,10
572910,15990.0,United Kingdom,23215,JINGLE BELL HEART ANTIQUE SILVER,6,2.08,12.48,2011,10
536390,17511.0,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2.55,163.2,2010,12
549116,16670.0,United Kingdom,35809A,ENAMEL PINK TEA CONTAINER,12,0.83,9.959999999999999,2011,4
552730,16837.0,United Kingdom,22464,HANGING METAL HEART LANTERN,12,1.65,19.799999999999997,2011,5
552039,13081.0,United Kingdom,20726,LUNCH BAG WOODLAND,20,1.65,33.0,2011,5
538812,18044.0,United Kingdom,20963,APPLE BATH SPONGE,10,1.25,12.5,2010,12
540672,15281.0,United Kingdom,22726,ALARM CLOCK BAKELIKE GREEN,4,3.75,15.0,2011,1
545716,,United Kingdom,84970l,SINGLE HEART ZINC T-LIGHT HOLDER,2,2.08,4.16,2011,3
568715,17783.0,United Kingdom,22989,SET 2 PANTRY DESIGN TEA TOWELS,1,3.25,3.25,2011,9
545085,15039.0,United Kingdom,22386,JUMBO BAG PINK POLKADOT,20,1.95,39.0,2011,2
571931,,United Kingdom,21620,SET OF 4 ROSE BOTANICAL CANDLES,1,3.29,3.29,2011,10
564350,14401.0,United Kingdom,21159,MOODY BOY  DOOR HANGER ,48,0.39,18.72,2011,8
552669,16710.0,United Kingdom,23147,SINGLE ANTIQUE ROSE HOOK IVORY,2,1.45,2.9,2011,5
565471,13931.0,United Kingdom,22950,36 DOILIES VINTAGE CHRISTMAS,12,1.45,17.4,2011,9
553933,15078.0,United Kingdom,20725,LUNCH BAG RED RETROSPOT,10,1.65,16.5,2011,5
570465,,United Kingdom,21889,WOODEN BOX OF DOMINOES,1,2.46,2.46,2011,10
549155,,United Kingdom,22417,PACK OF 60 SPACEBOY CAKE CASES,1,1.25,1.25,2011,4
537815,17676.0,United Kingdom,21877,HOME SWEET HOME MUG,24,1.25,30.0,2010,12
549881,14032.0,United Kingdom,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,8,2.1,16.8,2011,4
550819,17530.0,United Kingdom,23128,FELTCRAFT BOY JEAN-PAUL KIT,1,4.95,4.95,2011,4
575477,,United Kingdom,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1,1.63,1.63,2011,11
580115,,United Kingdom,21874,GIN AND TONIC MUG,2,3.29,6.58,2011,12
579001,15555.0,United Kingdom,23372,SET 36 COLOUR PENCILS DOLLY GIRL,1,1.25,1.25,2011,11
567204,15365.0,United Kingdom,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,24,4.15,99.60000000000001,2011,9
561534,14307.0,United Kingdom,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,96,0.29,27.839999999999996,2011,7
578293,15640.0,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2.95,35.400000000000006,2011,11
555349,16729.0,United Kingdom,23004,TRAVEL CARD WALLET PANTRY,24,0.42,10.08,2011,6
562782,13280.0,United Kingdom,20728,LUNCH BAG CARS BLUE,10,1.65,16.5,2011,8
552843,14649.0,United Kingdom,20754,RETROSPOT RED WASHING UP GLOVES,1,2.1,2.1,2011,5
580050,14960.0,United Kingdom,22093,MOTORING TISSUE BOX,3,0.39,1.17,2011,12
559051,,United Kingdom,23083,SET 6 PAPER TABLE LANTERN STARS ,1,7.46,7.46,2011,7
577033,17797.0,United Kingdom,22659,LUNCH BOX I LOVE LONDON,1,1.95,1.95,2011,11
569123,12748.0,United Kingdom,23344,JUMBO BAG 50'S CHRISTMAS ,5,2.08,10.4,2011,9
563439,,United Kingdom,21242,RED RETROSPOT PLATE ,3,3.29,9.870000000000001,2011,8
551992,12747.0,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.95,17.700000000000003,2011,5
577840,17324.0,United Kingdom,21238,RED RETROSPOT CUP,16,0.85,13.6,2011,11
565865,12637.0,France,22750,FELTCRAFT PRINCESS LOLA DOLL,8,3.75,30.0,2011,9
572461,17344.0,United Kingdom,22643,SET OF 4 NAPKIN CHARMS LEAVES   ,3,2.55,7.6499999999999995,2011,10
579777,,United Kingdom,23426,METAL SIGN DROP YOUR PANTS,2,5.79,11.58,2011,11
580402,13536.0,United Kingdom,23439,HAND WARMER RED LOVE HEART,2,2.1,4.2,2011,12
576617,,United Kingdom,22065,CHRISTMAS PUDDING TRINKET POT ,1,1.63,1.63,2011,11
552186,12921.0,United Kingdom,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,0.95,11.399999999999999,2011,5
538071,,United Kingdom,22427,ENAMEL FLOWER JUG CREAM,2,11.87,23.74,2010,12
541424,,United Kingdom,85095,THREE CANVAS LUGGAGE TAGS,2,1.25,2.5,2011,1
576503,17540.0,United Kingdom,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,4.25,17.0,2011,11
566976,15382.0,United Kingdom,21787,RAIN PONCHO RETROSPOT,24,0.85,20.4,2011,9
536945,14083.0,United Kingdom,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,1,1.25,1.25,2010,12
581404,13680.0,United Kingdom,23321,SMALL WHITE HEART OF WICKER,4,1.65,6.6,2011,12
563364,14466.0,United Kingdom,22367,CHILDRENS APRON SPACEBOY DESIGN,8,1.95,15.6,2011,8
564857,,United Kingdom,21558,SKULL LUNCH BOX WITH CUTLERY ,1,4.96,4.96,2011,8
570183,15208.0,United Kingdom,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,1.65,19.799999999999997,2011,10
551982,15023.0,United Kingdom,21211,SET OF 72 SKULL PAPER  DOILIES,2,1.45,2.9,2011,5
568141,16326.0,United Kingdom,48187,DOORMAT NEW ENGLAND,1,8.25,8.25,2011,9
566408,16984.0,United Kingdom,21479,WHITE SKULL HOT WATER BOTTLE ,1,4.25,4.25,2011,9
553013,,United Kingdom,20711,JUMBO BAG TOYS ,1,4.13,4.13,2011,5
541421,,United Kingdom,21012,ANTIQUE ALL GLASS CANDLESTICK,2,2.46,4.92,2011,1
553919,17416.0,United Kingdom,22662,LUNCH BAG DOLLY GIRL DESIGN,10,1.65,16.5,2011,5
567671,,United Kingdom,22549,PICTURE DOMINOES,1,3.29,3.29,2011,9
538657,15867.0,United Kingdom,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,4.25,4.25,2010,12
562113,,United Kingdom,22699,ROSES REGENCY TEACUP AND SAUCER ,1,5.79,5.79,2011,8
555472,16701.0,United Kingdom,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2.1,12.600000000000001,2011,6
552657,18041.0,United Kingdom,22133,PINK LOVE HEART SHAPE CUP,12,0.85,10.2,2011,5
574481,18022.0,United Kingdom,22908,PACK OF 20 NAPKINS RED APPLES,2,0.85,1.7,2011,11
562791,17730.0,United Kingdom,21531,RED RETROSPOT SUGAR JAM BOWL,6,2.55,15.299999999999999,2011,8
564825,,United Kingdom,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2,7.46,14.92,2011,8
574310,13467.0,United Kingdom,23453,OVAL  MINI PORTRAIT FRAME,2,1.95,3.9,2011,11
578347,,United Kingdom,90129E,PURPLE GLASS TASSLE BAG CHARM,1,1.63,1.63,2011,11
567376,13767.0,United Kingdom,22192,BLUE DINER WALL CLOCK,4,8.5,34.0,2011,9
556516,,United Kingdom,21218,RED SPOTTY BISCUIT TIN,1,8.29,8.29,2011,6
555924,,United Kingdom,47566,PARTY BUNTING,3,10.79,32.37,2011,6
539250,15157.0,United Kingdom,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,12,1.85,22.200000000000003,2010,12
570690,,United Kingdom,22339,CHRISTMAS TREE PAINTED ZINC ,2,0.63,1.26,2011,10
536975,14911.0,EIRE,84352,SILVER CHRISTMAS TREE BAUBLE STAND ,1,16.95,16.95,2010,12
568708,12393.0,Australia,21915,RED  HARMONICA IN BOX ,12,1.25,15.0,2011,9
571257,,United Kingdom,21810,CHRISTMAS HANGING STAR WITH BELL,10,0.83,8.299999999999999,2011,10
561651,,United Kingdom,23199,JUMBO BAG APPLES,1,4.13,4.13,2011,7
567883,12906.0,United Kingdom,23173,REGENCY TEAPOT ROSES ,2,9.95,19.9,2011,9
554083,18125.0,United Kingdom,20972,PINK CREAM FELT CRAFT TRINKET BOX ,4,1.25,5.0,2011,5
542255,,United Kingdom,90214I,"LETTER ""I"" BLING KEY RING",1,0.83,0.83,2011,1
545895,,United Kingdom,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,5.79,5.79,2011,3
552514,,United Kingdom,23163,REGENCY SUGAR TONGS,1,4.96,4.96,2011,5
573420,18223.0,United Kingdom,23247,BISCUIT TIN 50'S CHRISTMAS,6,2.89,17.34,2011,10
547386,,United Kingdom,22457,NATURAL SLATE HEART CHALKBOARD ,4,5.79,23.16,2011,3
550714,15249.0,United Kingdom,47566,PARTY BUNTING,8,4.95,39.6,2011,4
565776,15311.0,United Kingdom,22675,FRENCH KITCHEN SIGN BLUE METAL,3,1.25,3.75,2011,9
580396,13838.0,United Kingdom,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,1,1.25,1.25,2011,12
540418,,United Kingdom,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,14.43,14.43,2011,1
545697,14504.0,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,2011,3
567202,13325.0,United Kingdom,23042,PAPER LANTERN 7 POINT SNOW STAR,20,6.65,133.0,2011,9
538645,13269.0,United Kingdom,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,12,4.95,59.400000000000006,2010,12
538145,15211.0,United Kingdom,85008,SET OF 3 CONEY ISLAND OVAL BOXES,3,4.95,14.850000000000001,2010,12
537405,17841.0,United Kingdom,20713,JUMBO BAG OWLS,1,1.95,1.95,2010,12
578522,17254.0,United Kingdom,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,3,0.42,1.26,2011,11
576364,15009.0,United Kingdom,22457,NATURAL SLATE HEART CHALKBOARD ,6,2.95,17.700000000000003,2011,11
563252,17655.0,United Kingdom,48185,DOORMAT FAIRY CAKE,2,7.95,15.9,2011,8
580647,14083.0,United Kingdom,35818P,"ACRYLIC JEWEL ICICLE, PINK",2,0.38,0.76,2011,12
580611,12748.0,United Kingdom,21990,MODERN FLORAL STATIONERY SET,1,1.25,1.25,2011,12
574311,15640.0,United Kingdom,22075,6 RIBBONS ELEGANT CHRISTMAS ,24,1.65,39.599999999999994,2011,11
557112,,United Kingdom,16020C,CLEAR STATIONERY BOX SET ,1,0.83,0.83,2011,6
580063,17450.0,United Kingdom,82580,BATHROOM METAL SIGN,96,0.74,71.03999999999999,2011,12
541789,14088.0,United Kingdom,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,8,8.49,67.92,2011,1
547561,14129.0,United Kingdom,22585,PACK OF 6 BIRDY GIFT TAGS,12,1.25,15.0,2011,3
558475,,United Kingdom,20663,QUEEN OF THE SKIES HOLIDAY PURSE ,1,2.46,2.46,2011,6
569998,12540.0,Spain,22846,BREAD BIN DINER STYLE RED ,2,16.95,33.9,2011,10
552232,,United Kingdom,20723,STRAWBERRY CHARLOTTE BAG,2,1.63,3.26,2011,5
557260,17932.0,United Kingdom,84429A,MEDIUM PINK BUDDHA HEAD ,6,2.95,17.700000000000003,2011,6
